,product,customer name,rating,review,description
247,Unknown,Flipkart Customer,NA,NA,NA
248,Unknown,Flipkart Customer,NA,NA,NA
249,Unknown,Flipkart Customer,NA,NA,NA
250,Unknown,Flipkart Customer,NA,NA,5Like it ❣️❣️❣️❣️❣️
251,Unknown,Flipkart Customer,NA,NA,5Very nice!
252,Unknown,Flipkart Customer,NA,NA,5I love it🥺❤️ packaging and colour everything is soooo nice
253,Unknown,Flipkart Customer,NA,NA,NA
254,Unknown,Flipkart Customer,NA,NA,NA
255,Unknown,Flipkart Customer,NA,NA,NA
256,Unknown,Flipkart Customer,NA,NA,NA
257,Unknown,Flipkart Customer,NA,NA,NA
258,Unknown,Flipkart Customer,NA,NA,NA
259,Unknown,Flipkart Customer,NA,NA,NA
260,Unknown,Flipkart Customer,NA,NA,5Excellent
261,Unknown,Flipkart Customer,NA,NA,5Awesome
262,Unknown,Flipkart Customer,NA,NA,NA
263,Unknown,Flipkart Customer,NA,NA,NA
264,Unknown,Flipkart Customer,NA,NA,NA
265,Unknown,Flipkart Customer,NA,NA,NA
266,Unknown,Flipkart Customer,NA,NA,NA
267,Unknown,Flipkart Customer,NA,NA,NA
268,Unknown,Flipkart Customer,NA,NA,NA
269,Unknown,Flipkart Customer,NA,NA,NA
270,SUGAR POP Matte Lipcolour - 07 Wine (Wine 1 ml),Flipkart Customer,NA,NA,5Shade no. 04 love the colour and matte finish
271,SUGAR POP Matte Lipcolour - 07 Wine (Wine 1 ml),Flipkart Customer,NA,NA,5Package was so good lipstick is also so good
272,SUGAR POP Matte Lipcolour - 07 Wine (Wine 1 ml),Flipkart Customer,NA,NA,5Nice product 👍👍👍
273,SUGAR POP Matte Lipcolour - 07 Wine (Wine 1 ml),Flipkart Customer,NA,NA,NA
274,SUGAR POP Matte Lipcolour - 07 Wine (Wine 1 ml),Flipkart Customer,NA,NA,NA
275,SUGAR POP Matte Lipcolour - 07 Wine (Wine 1 ml),Flipkart Customer,NA,NA,NA
276,SUGAR POP Matte Lipcolour - 07 Wine (Wine 1 ml),Flipkart Customer,NA,NA,NA
277,SUGAR POP Matte Lipcolour - 07 Wine (Wine 1 ml),Flipkart Customer,NA,NA,NA
278,SUGAR POP Matte Lipcolour - 07 Wine (Wine 1 ml),Flipkart Customer,NA,NA,NA
279,SUGAR POP Matte Lipcolour - 07 Wine (Wine 1 ml),Flipkart Customer,NA,NA,NA
280,SUGAR POP Matte Lipcolour - 11 Ruby (Ruby 1 ml),Flipkart Customer,NA,NA,5Shade no. 04 love the colour and matte finish
281,SUGAR POP Matte Lipcolour - 11 Ruby (Ruby 1 ml),Flipkart Customer,NA,NA,5Package was so good lipstick is also so good
282,SUGAR POP Matte Lipcolour - 11 Ruby (Ruby 1 ml),Flipkart Customer,NA,NA,5Nice product 👍👍👍
283,SUGAR POP Matte Lipcolour - 11 Ruby (Ruby 1 ml),Flipkart Customer,NA,NA,NA
284,SUGAR POP Matte Lipcolour - 11 Ruby (Ruby 1 ml),Flipkart Customer,NA,NA,NA
285,SUGAR POP Matte Lipcolour - 11 Ruby (Ruby 1 ml),Flipkart Customer,NA,NA,NA
286,SUGAR POP Matte Lipcolour - 11 Ruby (Ruby 1 ml),Flipkart Customer,NA,NA,NA
287,SUGAR POP Matte Lipcolour - 11 Ruby (Ruby 1 ml),Flipkart Customer,NA,NA,NA
288,SUGAR POP Matte Lipcolour - 11 Ruby (Ruby 1 ml),Flipkart Customer,NA,NA,NA
289,SUGAR POP Matte Lipcolour - 11 Ruby (Ruby 1 ml),Flipkart Customer,NA,NA,NA
290,Unknown,Flipkart Customer,NA,NA,5Like it ❣️❣️❣️❣️❣️
291,Unknown,Flipkart Customer,NA,NA,5Very nice!
292,Unknown,Flipkart Customer,NA,NA,5I love it🥺❤️ packaging and colour everything is soooo nice
293,Unknown,Flipkart Customer,NA,NA,NA
294,Unknown,Flipkart Customer,NA,NA,NA
295,Unknown,Flipkart Customer,NA,NA,NA
296,Unknown,Flipkart Customer,NA,NA,NA
297,Unknown,Flipkart Customer,NA,NA,NA
298,Unknown,Flipkart Customer,NA,NA,NA
299,Unknown,Flipkart Customer,NA,NA,NA
300,Unknown,Flipkart Customer,NA,NA,5Like it ❣️❣️❣️❣️❣️
301,Unknown,Flipkart Customer,NA,NA,5Very nice!
302,Unknown,Flipkart Customer,NA,NA,5I love it🥺❤️ packaging and colour everything is soooo nice
303,Unknown,Flipkart Customer,NA,NA,NA
304,Unknown,Flipkart Customer,NA,NA,NA
305,Unknown,Flipkart Customer,NA,NA,NA
306,Unknown,Flipkart Customer,NA,NA,NA
307,Unknown,Flipkart Customer,NA,NA,NA
308,Unknown,Flipkart Customer,NA,NA,NA
309,Unknown,Flipkart Customer,NA,NA,NA
310,MAYBELLINE NEW YORK Super Stay Matte Ink Liquid Lipstick (65 Seductress 5 ml),Flipkart Customer,NA,NA,5This lipstick just😍😍😍
311,MAYBELLINE NEW YORK Super Stay Matte Ink Liquid Lipstick (65 Seductress 5 ml),Flipkart Customer,NA,NA,5ruler actually rule over your heart great shade for indian skin tone and can be wear on any attire
312,MAYBELLINE NEW YORK Super Stay Matte Ink Liquid Lipstick (65 Seductress 5 ml),Flipkart Customer,NA,NA,5Very pretty shades for all skin tones. In love with these inks🥰
313,MAYBELLINE NEW YORK Super Stay Matte Ink Liquid Lipstick (65 Seductress 5 ml),Flipkart Customer,NA,NA,NA
314,MAYBELLINE NEW YORK Super Stay Matte Ink Liquid Lipstick (65 Seductress 5 ml),Flipkart Customer,NA,NA,NA
315,MAYBELLINE NEW YORK Super Stay Matte Ink Liquid Lipstick (65 Seductress 5 ml),Flipkart Customer,NA,NA,NA
316,MAYBELLINE NEW YORK Super Stay Matte Ink Liquid Lipstick (65 Seductress 5 ml),Flipkart Customer,NA,NA,NA
317,MAYBELLINE NEW YORK Super Stay Matte Ink Liquid Lipstick (65 Seductress 5 ml),Flipkart Customer,NA,NA,NA
318,MAYBELLINE NEW YORK Super Stay Matte Ink Liquid Lipstick (65 Seductress 5 ml),Flipkart Customer,NA,NA,NA
319,MAYBELLINE NEW YORK Super Stay Matte Ink Liquid Lipstick (65 Seductress 5 ml),Flipkart Customer,NA,NA,NA
